molIdx	molSmiles	molregno	validMol	scafSmiles	inDB	scafID	pScore	inDrug	substancesTested	substancesActive	assaysTested	assaysActive	samplesTested	samplesActive
153	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	169054	True	O=C(NOCC1CC1)c1ccccc1Nc1ccccc1	True	106679		False	0	0	0	0	0	0
153	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	169054	True	c1ccc(Nc2ccccc2)cc1	True	340	364.0	True	534	450	820	510	266097	3296
153	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	169054	True	O=C(NOCC1CC1)c1ccccc1	True	106680		False	0	0	0	0	0	0
153	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	169054	True	C1CC1	True	85	185.0	True	7017	4802	820	693	3014607	17093
154	O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12	169457	True	O=S(=O)(NCCNCC=Cc1ccccc1)c1cccc2cnccc12	True	111834		False	0	0	0	0	0	0
154	O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12	169457	True	c1ccc2cnccc2c1	True	50	378.0	True	331	289	820	404	146315	2306
155	Cc1cccc(Cl)c1Nc1nc2ccc(NCCCN3CCOCC3)cc2n2cncc12	176272	True	c1ccc(Nc2nc3ccc(NCCCN4CCOCC4)cc3n3cncc23)cc1	False									
155	Cc1cccc(Cl)c1Nc1nc2ccc(NCCCN3CCOCC3)cc2n2cncc12	176272	True	c1cc2ncc3cncn3c2cc1NCCCN1CCOCC1	False									
155	Cc1cccc(Cl)c1Nc1nc2ccc(NCCCN3CCOCC3)cc2n2cncc12	176272	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
155	Cc1cccc(Cl)c1Nc1nc2ccc(NCCCN3CCOCC3)cc2n2cncc12	176272	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
155	Cc1cccc(Cl)c1Nc1nc2ccc(NCCCN3CCOCC3)cc2n2cncc12	176272	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
156	Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12	176274	True	c1ccc(Nc2nc3ccc(N4CCNCC4)cc3n3cncc23)cc1	False									
156	Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12	176274	True	c1cc2ncc3cncn3c2cc1N1CCNCC1	False									
156	Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12	176274	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
156	Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12	176274	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
156	Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12	176274	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
157	COC(=O)c1ccc2nc(Nc3c(C)cccc3Cl)c3cncn3c2c1	176290	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
157	COC(=O)c1ccc2nc(Nc3c(C)cccc3Cl)c3cncn3c2c1	176290	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
158	Cc1cccc(Cl)c1Nc1nc2ccc(N)cc2n2cncc12	176338	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
158	Cc1cccc(Cl)c1Nc1nc2ccc(N)cc2n2cncc12	176338	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
159	O=[N+]([O-])c1ccc2nc(Nc3c(Cl)cccc3Cl)c3cncn3c2c1	176418	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
159	O=[N+]([O-])c1ccc2nc(Nc3c(Cl)cccc3Cl)c3cncn3c2c1	176418	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
160	Cc1cccc(Cl)c1Nc1nc2cc(O)c(O)cc2n2cncc12	176433	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
160	Cc1cccc(Cl)c1Nc1nc2cc(O)c(O)cc2n2cncc12	176433	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
161	Cc1cccc(Cl)c1Nc1nc2cc(NCCCN(C)C)ccc2n2cncc12	176544	True	c1ccc(Nc2nc3ccccc3n3cncc23)cc1	False									
161	Cc1cccc(Cl)c1Nc1nc2cc(NCCCN(C)C)ccc2n2cncc12	176544	True	c1ccc2c(c1)ncc1cncn12	True	124414		False	0	0	0	0	0	0
162	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccccc2)OC1=O	182337	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
162	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccccc2)OC1=O	182337	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	O=C1OC(COC(=O)c2ccccc2)CC1=Cc1ccc(-c2ccccc2)cc1	False									
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	O=C1OCCC1=Cc1ccc(-c2ccccc2)cc1	False									
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	O=C1OC(COC(=O)c2ccccc2)CC1=Cc1ccccc1	False									
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	c1ccc(-c2ccccc2)cc1	True	211	353.0	True	2587	2070	820	621	1055302	10907
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	O=C1OCCC1=Cc1ccccc1	True	3460	1.0	False	13	9	714	12	6456	16
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
163	O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1	182355	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
164	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	182356	True	C=C1CC(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	False									
164	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	182356	True	c1ccc(-c2ccccc2)cc1	True	211	353.0	True	2587	2070	820	621	1055302	10907
164	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	182356	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
164	CCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	182356	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
165	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21	183101	True	O=c1[nH]c2nc(Nc3ccccc3)ncc2cc1-c1ccccc1	False									
165	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21	183101	True	O=c1ccc2cnc(Nc3ccccc3)nc2[nH]1	False									
165	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21	183101	True	O=c1[nH]c2ncncc2cc1-c1ccccc1	False									
165	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21	183101	True	O=c1ccc2cncnc2[nH]1	True	30705	7.0	True	1	1	755	21	755	21
166	Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21	172693	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
166	Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21	172693	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
166	Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21	172693	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
167	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C	172694	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
167	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C	172694	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
167	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C	172694	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
168	COc1ccc2[nH]cc(/C=C3\C(=O)Nc4ccc(S(N)(=O)=O)cc43)c2c1	172777	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
168	COc1ccc2[nH]cc(/C=C3\C(=O)Nc4ccc(S(N)(=O)=O)cc43)c2c1	172777	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
168	COc1ccc2[nH]cc(/C=C3\C(=O)Nc4ccc(S(N)(=O)=O)cc43)c2c1	172777	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
169	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc31)cn2C	172807	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
169	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc31)cn2C	172807	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
169	COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc31)cn2C	172807	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
170	CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1cn(C)c3ccc(OC)cc13)C(=O)N2	172835	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
170	CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1cn(C)c3ccc(OC)cc13)C(=O)N2	172835	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
170	CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1cn(C)c3ccc(OC)cc13)C(=O)N2	172835	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
171	NS(=O)(=O)c1ccc2c(c1)/C(=C/c1c[nH]c3ccccc13)C(=O)N2	173334	True	O=C1Nc2ccccc2C1=Cc1c[nH]c2ccccc12	True	100710	31.0	False	3	3	646	35	1368	41
171	NS(=O)(=O)c1ccc2c(c1)/C(=C/c1c[nH]c3ccccc13)C(=O)N2	173334	True	C=C1C(=O)Nc2ccccc21	True	3453	641.0	True	240	228	820	480	127067	2636
171	NS(=O)(=O)c1ccc2c(c1)/C(=C/c1c[nH]c3ccccc13)C(=O)N2	173334	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
172	CCCCCCCC/C=C\CCCCCCC/C=C1/C[C@@](CO)(COC(C)=O)OC1=O	193730	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OC(COC(=O)c2ccc(-c3ccccc3)cc2)CC1=Cc1ccc(-c2ccccc2)cc1	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OC(COC(=O)c2ccccc2)CC1=Cc1ccc(-c2ccccc2)cc1	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OC(COC(=O)c2ccc(-c3ccccc3)cc2)CC1=Cc1ccccc1	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OCCC1=Cc1ccc(-c2ccccc2)cc1	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OC(COC(=O)c2ccccc2)CC1=Cc1ccccc1	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	C=C1CC(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	c1ccc(-c2ccccc2)cc1	True	211	353.0	True	2587	2070	820	621	1055302	10907
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	O=C1OCCC1=Cc1ccccc1	True	3460	1.0	False	13	9	714	12	6456	16
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
173	O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1	181684	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
174	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccccc2)OC1=O	181727	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
174	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccccc2)OC1=O	181727	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
175	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	181760	True	C=C1CC(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	False									
175	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	181760	True	c1ccc(-c2ccccc2)cc1	True	211	353.0	True	2587	2070	820	621	1055302	10907
175	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	181760	True	C=C1CC(COC(=O)c2ccccc2)OC1=O	False									
175	CCCCCCCCC/C=C1/CC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)OC1=O	181760	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
176	COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	195134	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
176	COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	195134	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
176	COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	195134	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
177	CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	195355	True	c1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	True	42132	2.0	False	1	1	480	10	480	10
177	CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	195355	True	c1cnc2c(-c3ccsc3)cnn2c1	True	41882	8.0	False	3	3	637	16	1708	26
177	CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	195355	True	c1ccc(-c2cnc3ccnn3c2)cc1	True	24985	142.0	False	33	31	800	103	17604	410
177	CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	195355	True	c1cnc2ccnn2c1	True	832	330.0	True	1342	1130	820	557	688287	7065
177	CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	195355	True	c1ccsc1	True	361	382.0	True	21080	16949	820	769	10914208	98123
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	c1ccc2ncc(-c3cc4cc(OCCCN5CCCCC5)ccc4[nH]3)cc2c1	False									
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	c1cc2cc(OCCCN3CCCCC3)ccc2[nH]1	True	65954	0.0	False	2	2	773	4	774	4
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
178	O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	195653	True	C1CCNCC1	True	128	223.0	True	34216	24853	820	773	16599767	96061
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C(Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2)NN1CCOCC1	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C1c2ccccc2-c2[nH]nc(-c3ccc(C(=O)N4CCNCC4)s3)c21	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C(Nc1cccc2c1C(=O)c1cn[nH]c1-2)NN1CCOCC1	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C1c2ccccc2-c2[nH]nc(-c3cccs3)c21	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C(c1cccs1)N1CCNCC1	True	4879	65.0	False	243	189	820	223	125132	689
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	O=C1c2ccccc2-c2[nH]ncc21	False									
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	c1ccsc1	True	361	382.0	True	21080	16949	820	769	10914208	98123
179	O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCNCC4)s3)n[nH]c1-2)NN1CCOCC1	190814	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
180	CCCCCCCC/C=C\CCCCCCC/C=C1\C[C@@](CO)(COC(C)=O)OC1=O	193843	True	C=C1CCOC1=O	True	3461	30.0	True	38	24	793	75	13933	139
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	O=S(=O)(c1ccc2[nH]c(-c3cnc4ccccc4c3)cc2c1)N1CCNCC1	False									
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	O=S(=O)(c1ccc2[nH]ccc2c1)N1CCNCC1	True	143851	0.0	False	1	0	22	0	22	0
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
181	CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1	194549	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
182	COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1	198656	True	O=C(c1ccccc1)c1ccc(Nc2ccccc2)cc1	False									
182	COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1	198656	True	c1ccc(Nc2ccccc2)cc1	True	340	364.0	True	534	450	820	510	266097	3296
182	COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1	198656	True	O=C(c1ccccc1)c1ccccc1	True	344	264.0	True	671	568	820	473	344765	3322
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	O=S(=O)(c1ccc2[nH]c(-c3cnc4ccccc4c3)cc2c1)N1CCNCC1	False									
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	O=S(=O)(c1ccc2[nH]ccc2c1)N1CCNCC1	True	143851	0.0	False	1	0	22	0	22	0
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	C1CNCCN1	True	144	267.0	True	32722	24536	820	767	15744160	106367
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
183	O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1	194553	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	O=S(=O)(c1ccc2[nH]c(-c3cnc4ccccc4c3)cc2c1)N1CCCC1	False									
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	O=S(=O)(c1ccc2[nH]ccc2c1)N1CCCC1	True	114815	10.0	False	53	42	495	45	25322	86
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
184	NC1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1	194554	True	C1CCNC1	True	18	219.0	True	10732	7489	820	736	4844334	30036
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cnc4ccccc4c3)cc2c1	False									
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	c1ccc2ncc(-c3cc4ccccc4[nH]3)cc2c1	False									
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	O=S(=O)(NC1CCNC1)c1ccc2[nH]ccc2c1	False									
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	c1ccc2ncccc2c1	True	93	596.0	True	6556	5684	820	741	3331565	44973
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
185	O=S(=O)(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1	194563	True	C1CCNC1	True	18	219.0	True	10732	7489	820	736	4844334	30036
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1ccc(CNCCOc2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2)cc1	False									
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1ccc(CNCCOc2ccc(-c3cnc4ccnn4c3)cc2)cc1	False									
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1	True	42132	2.0	False	1	1	480	10	480	10
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1ccc(CNCCOc2ccccc2)cc1	True	7373	38.0	True	26	25	815	57	13294	154
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1ccc(-c2cnc3ccnn3c2)cc1	True	24985	142.0	False	33	31	800	103	17604	410
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1cnc2c(-c3ccsc3)cnn2c1	True	41882	8.0	False	3	3	637	16	1708	26
186	COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1	194654	True	c1cnc2ccnn2c1	True	832	330.0	True	1342	1130	820	557	688287	7065
