molIdx	molSmiles	molregno	validMol	scafSmiles	inDB	scafID	pScore	inDrug	substancesTested	substancesActive	assaysTested	assaysActive	samplesTested	samplesActive
412	NC(=O)c1ccc2[nH]c(-c3ccc(S(=O)(=O)Nc4ccccc4)cc3)nc2c1	324626	True	c1ccc2[nH]cnc2c1	True	113	439.0	True	6682	5535	820	743	3607826	37432
413	CCOC1=C(Cl)C(=O)C(Nc2ncnc3cc(OCCOC)c(OC)cc23)=CC1=O	332333	True	O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1	False									
413	CCOC1=C(Cl)C(=O)C(Nc2ncnc3cc(OCCOC)c(OC)cc23)=CC1=O	332333	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
413	CCOC1=C(Cl)C(=O)C(Nc2ncnc3cc(OCCOC)c(OC)cc23)=CC1=O	332333	True	O=C1C=CC(=O)C=C1	True	94	1004.0	True	41	38	784	264	13484	870
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2c(-c3ccccc3)cc(C3CCNCC3)cc2n1-c1ccccc1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2c(-c3ccccc3)cccc2n1-c1ccccc1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2ccc(C3CCNCC3)cc2n1-c1ccccc1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2c(-c3ccccc3)cc(C3CCNCC3)cc2[nH]1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2ccccc2n1-c1ccccc1	True	29126	4.0	False	16	15	779	25	9453	31
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2c(-c3ccccc3)cccc2[nH]1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2ccc(C3CCNCC3)cc2[nH]1	False									
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	O=c1ccc2ccccc2[nH]1	True	679	248.0	True	2872	2351	820	631	1511252	10565
414	COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1	334494	True	C1CCNCC1	True	128	223.0	True	34216	24853	820	773	16599767	96061
415	CCNc1cccc(OC2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)c1	332474	True	O=C1C=C(Oc2ccccc2)C(=O)C=C1Nc1ncnc2ccccc12	False									
415	CCNc1cccc(OC2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)c1	332474	True	O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1	False									
415	CCNc1cccc(OC2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)c1	332474	True	O=C1C=CC(=O)C(Oc2ccccc2)=C1	False									
415	CCNc1cccc(OC2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)c1	332474	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
415	CCNc1cccc(OC2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)c1	332474	True	O=C1C=CC(=O)C=C1	True	94	1004.0	True	41	38	784	264	13484	870
416	CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1	332510	True	c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1	False									
416	CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1	332510	True	c1cn2nc(NCC3CC3)ccc2n1	True	151310		False	0	0	0	0	0	0
416	CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1	332510	True	c1ccc(-c2cnc3cccnn23)cc1	True	129658	30.0	False	19	18	186	19	3454	63
416	CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1	332510	True	C1CC1	True	85	185.0	True	7017	4802	820	693	3014607	17093
416	CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1	332510	True	c1cnn2ccnc2c1	True	60997	56.0	True	39	38	572	54	11997	173
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	O=C1C=CC(=O)C(Nc2ncnc3cc(OCC4CCNCC4)ccc23)=C1	False									
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	c1ncc2ccc(OCC3CCNCC3)cc2n1	True	70234		True	0	0	0	0	0	0
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1	False									
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	C1CCNCC1	True	128	223.0	True	34216	24853	820	773	16599767	96061
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
417	COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O	332520	True	O=C1C=CC(=O)C=C1	True	94	1004.0	True	41	38	784	264	13484	870
418	CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335021	True	c1ccc(-c2nc[nH]c2-c2ccncc2)cc1	True	3026		False	0	0	0	0	0	0
418	CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335021	True	c1cc(-c2cnc[nH]2)ccn1	True	3027		False	0	0	0	0	0	0
418	CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335021	True	c1ccc(-c2c[nH]cn2)cc1	True	708	188.0	True	391	271	820	310	114419	1473
418	CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335021	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
418	CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335021	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	O=C1C=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)ccc23)=C1	False									
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	c1ncc2ccc(OCCCN3CCCC3)cc2n1	True	111904		False	0	0	0	0	0	0
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	O=C1C=CC(=O)C(Nc2ncnc3ccccc23)=C1	False									
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	C1CCNC1	True	18	219.0	True	10732	7489	820	736	4844334	30036
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
419	COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O	332591	True	O=C1C=CC(=O)C=C1	True	94	1004.0	True	41	38	784	264	13484	870
420	CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335022	True	c1ccc(-c2nc[nH]c2-c2ccncc2)cc1	True	3026		False	0	0	0	0	0	0
420	CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335022	True	c1cc(-c2cnc[nH]2)ccn1	True	3027		False	0	0	0	0	0	0
420	CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335022	True	c1ccc(-c2c[nH]cn2)cc1	True	708	188.0	True	391	271	820	310	114419	1473
420	CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335022	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
420	CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1	335022	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	c1ccc(-c2nc(-c3ccncc3)c[nH]2)cc1	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	N=C1CCc2cc(-c3[nH]cnc3-c3ccncc3)ccc21	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	N=C1CCc2cc(-c3cnc(-c4ccccc4)[nH]3)ccc21	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	c1cc(-c2c[nH]cn2)ccn1	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	c1ccc(-c2ncc[nH]2)cc1	True	3029	153.0	False	89	83	820	222	50319	560
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	N=C1CCc2cc(-c3cnc[nH]3)ccc21	False									
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
421	O/N=C1/CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335157	True	N=C1CCc2ccccc21	True	5692	84.0	False	27	26	768	92	16376	244
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)cc1	False									
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ncc2c(OC3CCOCC3)cc(OCCCN3CCOCC3)cc2n1	False									
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ccc(Nc2ncnc3cccc(OC4CCOCC4)c23)cc1	False									
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1	True	2922		False	0	0	0	0	0	0
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1cc(OC2CCOCC2)c2cncnc2c1	True	112027		False	0	0	0	0	0	0
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ncc2ccc(OCCCN3CCOCC3)cc2n1	True	2923		False	0	0	0	0	0	0
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ccc(Nc2ncnc3ccccc23)cc1	True	109	248.0	True	151	142	820	282	82085	1142
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	C1CCOCC1	True	1	218.0	True	1337	863	820	563	546949	4779
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
422	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333353	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
423	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333360	True	c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1	True	2922		False	0	0	0	0	0	0
423	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333360	True	c1ncc2ccc(OCCCN3CCOCC3)cc2n1	True	2923		False	0	0	0	0	0	0
423	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333360	True	c1ccc(Nc2ncnc3ccccc23)cc1	True	109	248.0	True	151	142	820	282	82085	1142
423	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333360	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
423	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333360	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)nc1	False									
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ncc2c(OC3CCOCC3)cc(OCCCN3CCOCC3)cc2n1	False									
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccc(Nc2ncnc3cccc(OC4CCOCC4)c23)nc1	False									
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)nc1	False									
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1cc(OC2CCOCC2)c2cncnc2c1	True	112027		False	0	0	0	0	0	0
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ncc2ccc(OCCCN3CCOCC3)cc2n1	True	2923		False	0	0	0	0	0	0
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccc(Nc2ncnc3ccccc23)nc1	False									
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	C1CCOCC1	True	1	218.0	True	1337	863	820	563	546949	4779
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
424	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1	333362	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1cncc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	False									
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1ncc2c(OC3CCOCC3)cc(OCCCN3CCOCC3)cc2n1	False									
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1cncc(Nc2ncnc3cccc(OC4CCOCC4)c23)c1	False									
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1cncc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1	False									
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1cc(OC2CCOCC2)c2cncnc2c1	True	112027		False	0	0	0	0	0	0
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1ncc2ccc(OCCCN3CCOCC3)cc2n1	True	2923		False	0	0	0	0	0	0
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1cncc(Nc2ncnc3ccccc23)c1	True	89205	10.0	False	1	1	488	21	488	21
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	C1CCOCC1	True	1	218.0	True	1337	863	820	563	546949	4779
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
425	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1	333368	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	c1cncc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1	False									
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	c1ncc2ccc(OCCCN3CCOCC3)cc2n1	True	2923		False	0	0	0	0	0	0
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	c1cncc(Nc2ncnc3ccccc23)c1	True	89205	10.0	False	1	1	488	21	488	21
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	c1ccc2ncncc2c1	True	110	494.0	True	1599	1408	820	622	832663	10950
426	COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1	333369	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4)ccc23)c1	False									
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	c1ccc(Nc2ccc3c(-c4ccccc4)[nH]nc3c2)cc1	False									
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3ccccc23)c1	False									
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	c1ccc(Nc2ccc3c[nH]nc3c2)cc1	False									
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	c1ccc(-c2[nH]nc3ccccc23)cc1	False									
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	O=C(NCCCN1CCOCC1)c1ccccc1	True	2355	21.0	False	122	83	820	127	61275	222
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	c1ccc2n[nH]cc2c1	True	2184	47.0	True	103	95	807	136	62507	345
427	O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331010	True	C1COCCN1	True	289	214.0	True	23086	16454	820	762	11350060	65096
428	CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331023	True	c1ccc(Nc2ccc3c(-c4ccccc4)[nH]nc3c2)cc1	False									
428	CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331023	True	c1ccc(Nc2ccc3c[nH]nc3c2)cc1	False									
428	CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331023	True	c1ccc(-c2[nH]nc3ccccc23)cc1	False									
428	CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1	331023	True	c1ccc2n[nH]cc2c1	True	2184	47.0	True	103	95	807	136	62507	345
429	CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O	331054	True	O=C1NC(=O)C(Cc2c[nH]c3ccccc23)N1	True	4264	9.0	False	55	35	816	60	26627	92
429	CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O	331054	True	c1ccc2[nH]ccc2c1	True	2	370.0	True	7634	6228	820	736	3721709	33327
429	CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O	331054	True	O=C1CNC(=O)N1	True	7	67.0	True	1687	1095	820	447	820356	2757
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	N=C1CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	c1ccc(-c2nc(-c3ccncc3)c[nH]2)cc1	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	N=C1CCCc2cc(-c3[nH]cnc3-c3ccncc3)ccc21	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	N=C1CCCc2cc(-c3cnc(-c4ccccc4)[nH]3)ccc21	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	c1cc(-c2c[nH]cn2)ccn1	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	c1ccc(-c2ncc[nH]2)cc1	True	3029	153.0	False	89	83	820	222	50319	560
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	N=C1CCCc2cc(-c3cnc[nH]3)ccc21	False									
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
430	O/N=C1/CCCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21	335158	True	N=C1CCCc2ccccc21	True	5694	65.0	False	84	73	718	148	50383	358
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2nc(-c3ccncc3)c(-c3ccccc3)[nH]2)cc1	False									
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2nc(-c3ccncc3)c[nH]2)cc1	False									
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2[nH]cnc2-c2ccncc2)cc1	False									
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2cnc(-c3ccccc3)[nH]2)cc1	True	35184	69.0	False	38	35	816	100	20978	247
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1cc(-c2c[nH]cn2)ccn1	False									
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2ncc[nH]2)cc1	True	3029	153.0	False	89	83	820	222	50319	560
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccc(-c2cnc[nH]2)cc1	True	1922	180.0	False	597	403	820	376	208079	2156
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1ccncc1	True	17	328.0	True	32699	25861	820	783	17065125	131358
431	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O	335185	True	c1c[nH]cn1	True	26	278.0	True	5114	3964	823	703	2407253	17925
432	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl	335191	True	c1ccc(-c2nc(-c3ccncc3)c(-c3ccccc3)[nH]2)cc1	False									
432	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl	335191	True	c1ccc(-c2nc(-c3ccncc3)c[nH]2)cc1	False									
432	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl	335191	True	c1ccc(-c2[nH]cnc2-c2ccncc2)cc1	False									
432	O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl	335191	True	c1ccc(-c2cnc(-c3ccccc3)[nH]2)cc1	True	35184	69.0	False	38	35	816	100	20978	247
