molregno	canonical_smiles
340837	CCCCCCCC(=O)OCC1(CO)C/C(=C/CC(CC(C)C)CC(C)C)C(=O)O1
338477	COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC
338603	C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
338755	O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
338756	CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
338763	CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1
338764	CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1
338996	CCN(CC)CCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
338997	CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC
339004	O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1
340899	CCCCCCCC(=O)OCC1(CO)C/C(=C\CC(CC(C)C)CC(C)C)C(=O)O1
342043	N[C@H](CNc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12
342327	N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12
339066	CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C
339072	O=C(C#CCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
342789	N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12
344408	COc1cc(N)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1
344509	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc3c(cc21)OCO3
342970	Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCC5)c(C)c34)ccc2[nH]1
344640	COCCOCC(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
344647	COc1cc(NC(=O)COC(C)=O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1
344656	COC(=O)CCC(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
344689	CCOCCC(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
344756	COC(=O)CCCCCCC(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
346710	COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O
344829	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc(F)ccc21
343122	COC(=O)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
343183	ClCCOc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
345006	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc(Cl)ccc21
345007	COc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C
345015	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(F)cccc21
345016	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(Cl)cccc21
345028	COc1cc(C=O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1
343190	CC(=O)COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
343457	Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCCC5)c(C)c34)ccc2[nH]1
345224	Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(Br)cccc21
345225	COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C
345247	CN(C)CCOCCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
347039	COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC
345527	CS(=O)(=O)CCNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
345532	OCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
345536	NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
345537	CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
343522	COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
345692	Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1
345702	CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
343537	COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3)c2cc1OC
348398	C#Cc1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2cnccc2c1
345832	Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1
345838	Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
345951	COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
347707	Nc1c(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccc2cnccc12
347710	N[C@H](COc1cncc(-c2ccc3cnc(F)cc3c2)c1)Cc1c[nH]c2ccccc12
348469	N[C@H](COc1cnc(Cl)c(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12
348672	CCCCCCCCC/C=C1\CC(CO)(COC(=O)c2ccccc2)OC1=O
351041	O=Nc1c(O)[nH]c2ccc(N[C@H](COc3cncc(-c4ccc5[nH]c(O)c(N=O)c5c4)c3)Cc3c[nH]c4ccccc34)cc12
348678	COc1cccc(C(=O)OCC2(CO)C/C(=C/CC(C(C)C)C(C)C)C(=O)O2)c1
348680	CCCCCCCCC/C=C1\CC(CO)(COC(=O)C2CCCCC2)OC1=O
348701	CCCCCCCCC/C=C1/CC(CO)(COC(=O)C2CCCCC2)OC1=O
348328	COc1ccc(/C=C2\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC2=O)cc1
348706	CC(C)C(C/C=C1/CC(CO)(COC(=O)c2ccccc2O)OC1=O)C(C)C
348708	CC(C)C(C/C=C1\CC(CO)(COC(=O)c2ccccc2)OC1=O)C(C)C
348709	CC(C)C(C/C=C1/CC(CO)(COC(=O)c2ccccc2)OC1=O)C(C)C
348727	COc1ccccc1C(=O)OCC1(CO)C/C(=C/CC(C(C)C)C(C)C)C(=O)O1
348759	CC(C)C(CC(=O)OCC1(CO)C/C(=C\c2ccccc2O)C(=O)O1)C(C)C
348761	N[C@H](COc1cc(-c2ccc3cnccc3c2)cnc1Cl)Cc1c[nH]c2ccccc12
348766	CC(C)C(CC(=O)OCC1(CO)C/C(=C\c2cccc(O)c2)C(=O)O1)C(C)C
348767	CC(C)C(CC(=O)OCC1(CO)C/C(=C\c2ccc(O)cc2)C(=O)O1)C(C)C
349111	CCCCCCC/C=C1\CC(CO)(COC(=O)CCc2ccccc2)OC1=O
351339	CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2O)CC1
349112	CCCCCCC/C=C1/CC(CO)(COC(=O)CCc2ccccc2)OC1=O
349125	O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
351636	O=C(O)C1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2O)CC1
349154	O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
349208	CC(C)C(C/C=C1\CC(CO)(COC(=O)C2CCCCC2)OC1=O)C(C)C
349209	CC(C)C(C/C=C1/CC(CO)(COC(=O)C2CCCCC2)OC1=O)C(C)C
349324	CC(C)C(CC(=O)OCC1(CO)C/C(=C\Cc2ccccc2)C(=O)O1)C(C)C
351952	COC(=O)c1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1
349325	CC(C)C(CC(=O)OCC1(CO)C/C(=C\CCc2ccccc2)C(=O)O1)C(C)C
349353	CCCCCC/C=C1\CC(CO)(COC(=O)CCCc2ccccc2)OC1=O
349356	COc1ccccc1/C=C1\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O
349357	COc1cccc(/C=C2\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC2=O)c1
349384	CCCCCC/C=C1/CC(CO)(COC(=O)CCCc2ccccc2)OC1=O
349468	COc1ccc(C(=O)OCC2(CO)C/C(=C/CC(C(C)C)C(C)C)C(=O)O2)cc1
354027	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4ccc(CN(C)C)s4)c(OC)cc23)c(Cl)cc1Cl
354028	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CN(C)C)c4)c(OC)cc23)c(Cl)cc1Cl
354068	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4ccc(CN5CCN(C)CC5)cn4)c(OC)cc23)c(Cl)cc1Cl
354069	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4ccc(CN(C)C)cc4)c(OC)cc23)c(Cl)cc1Cl
354104	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CCN5CCN(C)CC5)n4)c(OC)cc23)c(Cl)cc1Cl
354105	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CN5CCN(C)CC5)n4)c(OC)cc23)c(Cl)cc1Cl
354106	CCOc1cc2c(Nc3cc(OC)c(Cl)cc3Cl)c(C#N)cnc2cc1C#Cc1cccc(CN(C)C)n1
354107	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CN(C)C)n4)ccc23)c(Cl)cc1Cl
349589	CC(C)C(CC(=O)OCC1(CO)C/C(=C\c2ccccc2)C(=O)O1)C(C)C
354166	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cc(CN(C)C)ccn4)c(OC)cc23)c(Cl)cc1Cl
354168	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cncc(CN(C)C)c4)c(OC)cc23)c(Cl)cc1Cl
354197	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CCN(C)C)n4)c(OC)cc23)c(Cl)cc1Cl
354227	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4ccc(CN(C)C)cn4)c(OC)cc23)c(Cl)cc1Cl
354258	COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CN(C)C)n4)c(OC)cc23)c(Cl)cc1Cl
361146	COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
354452	COc1cc2c(Nc3cc(OC)c(OC)c(OC)c3)c(C#N)cnc2cc1C#Cc1cccc(CN(C)C)n1
354666	CNc1nccc(-c2ccc(C(=O)N[C@@H](Cc3ccc(Cl)cc3Cl)CN(C)C)s2)n1
354702	CNc1nccc(-c2ccc(C(=O)N[C@H](CCN)Cc3ccc(Cl)cc3Cl)s2)n1
355222	COCCNc1nc(-c2ccc(Cl)cc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2
358245	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NCCCN3CCOCC3)ncc2c1
358300	O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1
358302	CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
358303	CS(=O)(=O)CCN(CC#N)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
358343	CCCS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
358344	CC(C)S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
358388	[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1
358405	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1
358430	[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1
358448	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1
358465	[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1
358520	O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1)c1ccccn1
358521	Cn1ccnc1S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1
358551	CS(=O)(=O)CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
358702	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1
358731	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1
359136	COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1
359165	COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCN1CCOCC1
359169	COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(S(C)(=O)=O)CC1
355473	O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21
355527	O=C1NC(=O)c2c1c(-c1ccsc1)cc1[nH]c3ccc(O)cc3c21
355559	O=C1NC(=O)c2c1c(-c1cc[nH]c1)cc1[nH]c3ccc(O)cc3c21
355640	Nc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2
355673	O=C1NCc2c(-c3ccccc3Cl)nc(NN3CCOCC3)nc2N1c1c(Cl)cccc1Cl
355738	COc1ccccc1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O
355741	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(Cl)cc3F)cn12
355742	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3Cl)cn12
355774	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)c(F)c3)cn12
355775	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12
355821	COc1cc(N)ccc1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O
355841	CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)c(F)c3F)cn12
355849	Nc1ccc(Cl)c(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)c1
355850	O=C1NC(=O)c2c1c(-c1c(Cl)cccc1Cl)cc1[nH]c3ccc(O)cc3c21
355851	COc1cccc(OC)c1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O
355852	COc1cccc(F)c1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O
355883	COc1cccc(Cl)c1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O
355884	O=C1NC(=O)c2c1c(-c1c(Cl)ccc(O)c1Cl)cc1[nH]c3ccc(O)cc3c21
355914	Nc1ccc(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)cc1
355915	Nc1ccc(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)c(Br)c1
355932	O=C1NC(=O)c2c1c(-c1ccccc1Br)cc1[nH]c3ccc(O)cc3c21
355933	O=C1NC(=O)c2c1c(-c1ccccc1I)cc1[nH]c3ccc(O)cc3c21
355944	O=C1NC(=O)c2c1c(-c1cccc(Cl)c1Cl)cc1[nH]c3ccc(O)cc3c21
355945	O=C1NC(=O)c2c1c(-c1cccc(O)c1Cl)cc1[nH]c3ccc(O)cc3c21
355975	Nc1cccc(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)c1Cl
355976	O=C1NC(=O)c2c1c(-c1ccc(O)cc1Cl)cc1[nH]c3ccc(O)cc3c21
355978	Fc1cc(F)c(-c2ncoc2-c2ccc3nnc(C4CC4)n3c2)cc1F
355979	CC1(c2nnc3ccc(-c4ocnc4-c4cc(F)c(F)cc4F)cn23)CC1
356005	O=C1NC(=O)c2c1c(-c1ccc(O)cc1)cc1[nH]c3ccc(O)cc3c21
356007	Nc1ccc(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)c(Cl)c1
356009	Fc1cc(F)c(-c2ncoc2-c2ccc3nnc(C4CCC4)n3c2)cc1F
356010	CC1(c2nnc3ccc(-c4ocnc4-c4cc(F)c(F)cc4F)cn23)CCC1
356057	CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12
356251	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
356252	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
356253	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCN(C)CC4)c(F)c3)n2)c(OC)c1
356254	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCCCC4)c(F)c3)n2)c(OC)c1
356600	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN(C)C)cc3)n2)c(OC)c1
361170	COc1cccc(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
361192	CS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(F)cccc3F)c(N)n2)CC1
361203	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
361215	COc1ccccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
361226	COc1cc(F)c(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
357786	CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CC(C)(C)C4=O)ccc3C)ccc2n1
361236	COc1cc(F)c(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
361313	COc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12
361329	COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCC1
361387	Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCCN3CCOCC3)n2)s1
361435	Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2
363822	CC(C)Cn1c2ccc(N)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
363846	CCCn1c2ccc(NC(=O)Nc3ccc(C)cc3)cc2c2c3c(c4c(c21)CC(C=N)=CC4)C(=O)NC3
361441	Cc1nc(NCCCN2CCOCC2)cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)n1
361478	COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCCCC4)c23)c1
363000	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2ccccc2)cc1
363941	CCCn1c2ccc(N)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
364128	Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1
363016	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(Cl)ccc2Cl)cc1
363018	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(Cl)ccc2Cl)c(F)c1
363020	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(F)ccc2Cl)c(Cl)c1
363022	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cccc(F)c2F)cc1
363023	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cccc(Cl)c2Cl)c(Cl)c1
363025	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1
363032	CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(F)cc(F)c2Cl)c(F)c1
363046	CC(O)C/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cc(Cl)ccc2Cl)cc1
363055	COc1cc2c(Nc3cc(CC(=O)Nc4ccccc4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363056	COc1cc2c(Nc3cc(CC(=O)Nc4ccccc4F)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363057	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
364877	O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O
363058	COc1cc2c(Nc3cc(CC(=O)Nc4ccc(F)cc4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363059	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363060	COc1cc2c(Nc3cc(CC(=O)Nc4cc(F)cc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363061	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(Cl)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363065	COc1cccc(NC(=O)Cc2cc(Nc3ncnc4cc(OCCCN5CCC(CO)CC5)c(OC)cc34)[nH]n2)c1
363066	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(C(F)(F)F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1
363067	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC[C@@H]1CO
366515	Nc1ncc(C#Cc2ccc(F)c(C(=O)Nc3cccc(C(F)(F)F)c3)c2)cn1
366516	Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1C#Cc1cnc(N)nc1
366541	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1
366542	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]cnc2c1
363072	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC[C@@H]1CO
363073	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCNCCO
363075	CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC
363076	CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC
363078	CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC
363079	COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN(CCO)CC(C)C
363083	CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
363089	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
368316	O=C1c2ccccc2C(=O)N1CCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl
366564	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2c1
366590	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1
366594	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2n1
366595	Nc1ncc(C#Cc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)cn1
366607	O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCc2ccccc2-1
366615	CNc1nccc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1
366622	CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1
366632	CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(C)C)ccc3N(C)CCCN(C)C)c2)n1
366634	CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C4CC4)ccc3N(C)CCCN(C)C)c2)n1
366663	CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1
366669	CN[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1
366670	Nc1ncc(C#Cc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCC[C@H](N)C3)c2)cn1
366811	Nc1ncc(C#Cc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2)cn1
366825	COc1ccc(C#Cc2cnc(N)nc2)cc1C(=O)Nc1cc(C(F)(F)F)ccc1N1CCCCC1
366826	CN(C)CCCN(C)c1ccc(C(F)(F)F)cc1NC(=O)c1cc(C#Cc2cnc(N)nc2)ccc1F
366835	CN1CCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)CC1
365403	CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(C(C)=O)c3)cc21
365405	CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(N)c3)cc21
368317	O=C1c2ccccc2C(=O)N1CCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccc(F)cc1Cl
368325	NCC(=O)NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl
370808	N#Cc1ncc2nc1OCCCCCOc1cc(N)c(Cl)cc1NC(=O)N2
368326	CNCC(=O)NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl
368337	O=C(CC1CCCN1)NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl
370827	CCCCNc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2
368338	O=C(NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl)C1CCNCC1
368345	O=C(NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl)C1CCC(C(F)(F)F)CC1
368743	Cc1ccc(N)cc1Nc1nccc(-c2noc3ccccc23)n1
